ID,Academy,Talent,Training,16End,16Bat,16Bowl,16Tech,16Power,16Keep,16Field,17End,17Bat,17Bowl,17Tech,17Power,17Keep,17Field,18End,18Bat,18Bowl,18Tech,18Power,18Keep,18Field,19End,19Bat,19Bowl,19Tech,19Power,19Keep,19Field,20End,20Bat,20Bowl,20Tech,20Power,20Keep,20Field,21End,21Bat,21Bowl,21Tech,21Power,21Keep,21Field,22End,22Bat,22Bowl,22Tech,22Power,22Keep,22Field,23End,23Bat,23Bowl,23Tech,23Power,23Keep,23Field,24End,24Bat,24Bowl,24Tech,24Power,24Keep,24Field,25End,25Bat,25Bowl,25Tech,25Power,25Keep,25Field,26End,26Bat,26Bowl,26Tech,26Power,26Keep,26Field,27End,27Bat,27Bowl,27Tech,27Power,27Keep,27Field,28End,28Bat,28Bowl,28Tech,28Power,28Keep,28Field,29End,29Bat,29Bowl,29Tech,29Power,29Keep,29Field,30End,30Bat,30Bowl,30Tech,30Power,30Keep,30Field,31End,31Bat,31Bowl,31Tech,31Power,31Keep,31Field
goodNoneKeeper-Batsman,good,None,Keeper-Batsman,28,82,,75,,110,41,28,79,,72,,105,39,28,75,,69,,101,37,28,69,,63,,92,34,28,64,,58,,85,32,28,59,,54,,79,29,28,54,,49,,72,27,28,48,,44,,65,24,28,44,,40,,58,22,28,39,,36,,52,19,28,34,,31,,46,17,28,31,,28,,41,15,28,27,,25,,36,13,28,24,,22,,32,12,28,20,,18,,27,10,25,17,,15,,23,8
goodNoneFielding,good,None,Fielding,28,,,41,,,303,28,,,39,,,290,28,,,37,,,277,28,,,34,,,253,28,,,32,,,235,28,,,28,,,216,28,,,27,,,199,28,,,24,,,179,28,,,22,,,161,28,,,19,,,144,28,,,17,,,126,28,,,15,,,113,28,,,13,,,101,28,,,12,,,88,28,,,10,,,75,25,,,8,,,63
goodNoneFitness,good,None,Fitness,230,,,,39,,,230,,,,48,,,230,,,,56,,,230,,,,64,,,230,,,,67,,,230,,,,72,,,230,,,,76,,,230,,,,80,,,230,,,,80,,,230,,,,80,,,230,,,,80,,,230,,,,80,,,230,,,,72,,,230,,,,64,,,230,,,,56,,,207,,,,48,,
goodNoneStrength,good,None,Strength,74,,,,109,,,74,,,,131,,,74,,,,152,,,74,,,,174,,,74,,,,184,,,74,,,,196,,,74,,,,207,,,74,,,,218,,,74,,,,218,,,74,,,,218,,,74,,,,218,,,74,,,,218,,,74,,,,196,,,74,,,,174,,,74,,,,152,,,67,,,,131,,
goodProdigyBatting,good,Prodigy,Batting,34,123,,90,,,,34,118,,86,,,,34,113,,83,,,,34,103,,75,,,,34,96,,70,,,,28,73,,53,,,,28,67,,49,,,,28,60,,44,,,,28,55,,40,,,,28,49,,36,,,,28,43,,31,,,,28,38,,28,,,,28,34,,25,,,,28,30,,22,,,,28,25,,18,,,,25,21,,15,,,
goodProdigyBatting-Tech,good,Prodigy,Batting-Tech,34,90,,140,,,,34,86,,134,,,,34,83,,128,,,,34,75,,117,,,,34,70,,109,,,,28,53,,83,,,,28,49,,77,,,,28,44,,69,,,,28,40,,62,,,,28,36,,55,,,,28,31,,48,,,,28,28,,44,,,,28,25,,39,,,,28,22,,34,,,,28,18,,29,,,,25,15,,24,,,
goodProdigyBowling,good,Prodigy,Bowling,34,,123,90,,,,34,,118,86,,,,34,,113,83,,,,34,,103,75,,,,34,,96,70,,,,28,,73,53,,,,28,,67,49,,,,28,,60,44,,,,28,,55,40,,,,28,,49,36,,,,28,,43,31,,,,28,,38,28,,,,28,,34,25,,,,28,,30,22,,,,28,,25,18,,,,25,,21,15,,,
goodProdigyBowling-Tech,good,Prodigy,Bowling-Tech,34,,90,140,,,,34,,86,134,,,,34,,83,128,,,,34,,75,117,,,,34,,70,109,,,,28,,53,83,,,,28,,49,77,,,,28,,44,69,,,,28,,40,62,,,,28,,36,55,,,,28,,31,48,,,,28,,28,44,,,,28,,25,39,,,,28,,22,34,,,,28,,18,29,,,,25,,15,24,,,
goodProdigyAll-Rounder,good,Prodigy,All-Rounder,34,87,87,76,,,,34,84,84,73,,,,34,80,80,69,,,,34,73,73,63,,,,34,68,68,59,,,,28,51,51,45,,,,28,48,48,41,,,,28,43,43,37,,,,28,39,39,33,,,,28,34,34,30,,,,28,30,30,26,,,,28,27,27,23,,,,28,24,24,21,,,,28,21,21,18,,,,28,18,18,15,,,,25,15,15,13,,,
goodProdigyKeeping,good,Prodigy,Keeping,34,,,91,,264,66,34,,,87,,253,63,34,,,83,,242,60,34,,,75,,220,55,34,,,70,,205,51,28,,,54,,158,39,28,,,49,,145,36,28,,,44,,130,32,28,,,40,,117,29,28,,,36,,104,26,28,,,31,,92,23,28,,,28,,82,20,28,,,25,,73,18,28,,,22,,64,16,28,,,18,,55,13,25,,,15,,46,11
goodProdigyKeeper-Batsman,good,Prodigy,Keeper-Batsman,34,99,,91,,132,49,34,95,,87,,126,47,34,91,,83,,121,45,34,82,,75,,110,41,34,77,,70,,102,38,28,59,,54,,79,29,28,54,,49,,72,27,28,48,,44,,65,24,28,44,,40,,58,22,28,39,,36,,52,19,28,34,,31,,46,17,28,31,,28,,41,15,28,27,,25,,36,13,28,24,,22,,32,12,28,20,,18,,27,10,25,17,,15,,23,8
goodProdigyFielding,good,Prodigy,Fielding,34,,,49,,,364,34,,,47,,,349,34,,,45,,,333,34,,,41,,,303,34,,,38,,,282,28,,,28,,,216,28,,,27,,,199,28,,,24,,,179,28,,,22,,,161,28,,,19,,,144,28,,,17,,,126,28,,,15,,,113,28,,,13,,,101,28,,,12,,,88,28,,,10,,,75,25,,,8,,,63
goodProdigyFitness,good,Prodigy,Fitness,276,,,,48,,,276,,,,57,,,276,,,,67,,,276,,,,77,,,276,,,,82,,,230,,,,72,,,230,,,,76,,,230,,,,80,,,230,,,,80,,,230,,,,80,,,230,,,,80,,,230,,,,80,,,230,,,,72,,,230,,,,64,,,230,,,,56,,,207,,,,48,,
goodProdigyStrength,good,Prodigy,Strength,89,,,,131,,,89,,,,157,,,89,,,,183,,,89,,,,209,,,89,,,,222,,,74,,,,196,,,74,,,,207,,,74,,,,218,,,74,,,,218,,,74,,,,218,,,74,,,,218,,,74,,,,218,,,74,,,,196,,,74,,,,174,,,74,,,,152,,,67,,,,131,,
goodGifted (Batting)Batting,good,Gifted (Batting),Batting,28,123,,75,,,,28,118,,72,,,,28,113,,69,,,,28,103,,63,,,,28,96,,58,,,,28,89,,53,,,,28,81,,49,,,,28,73,,44,,,,28,66,,40,,,,28,58,,36,,,,28,51,,31,,,,28,46,,28,,,,28,41,,25,,,,28,36,,22,,,,28,31,,18,,,,25,25,,15,,,
goodGifted (Batting)Batting-Tech,good,Gifted (Batting),Batting-Tech,28,90,,117,,,,28,86,,112,,,,28,83,,107,,,,28,75,,97,,,,28,70,,90,,,,28,65,,83,,,,28,59,,77,,,,28,53,,69,,,,28,48,,62,,,,28,43,,55,,,,28,37,,48,,,,28,34,,44,,,,28,30,,39,,,,28,26,,34,,,,28,22,,29,,,,25,18,,24,,,
goodGifted (Batting)All-Rounder,good,Gifted (Batting),All-Rounder,28,87,73,63,,,,28,84,69,60,,,,28,80,67,58,,,,28,73,60,52,,,,28,68,56,48,,,,28,62,51,45,,,,28,57,48,41,,,,28,51,43,37,,,,28,46,39,33,,,,28,41,34,30,,,,28,36,30,26,,,,28,32,27,23,,,,28,29,24,21,,,,28,25,21,18,,,,28,21,18,15,,,,25,18,15,13,,,
goodGifted (Batting)Keeper-Batsman,good,Gifted (Batting),Keeper-Batsman,28,99,,75,,110,41,28,95,,72,,105,39,28,91,,69,,101,37,28,82,,63,,92,34,28,77,,58,,85,32,28,71,,54,,79,29,28,65,,49,,72,27,28,58,,44,,65,24,28,52,,40,,58,22,28,47,,36,,52,19,28,41,,31,,46,17,28,37,,28,,41,15,28,33,,25,,36,13,28,28,,22,,32,12,28,24,,18,,27,10,25,20,,15,,23,8
goodGifted (Bowling)Bowling,good,Gifted (Bowling),Bowling,28,,123,75,,,,28,,118,72,,,,28,,113,69,,,,28,,103,63,,,,28,,96,58,,,,28,,89,53,,,,28,,81,49,,,,28,,73,44,,,,28,,66,40,,,,28,,58,36,,,,28,,51,31,,,,28,,46,28,,,,28,,41,25,,,,28,,36,22,,,,28,,31,18,,,,25,,25,15,,,
goodGifted (Bowling)Bowling-Tech,good,Gifted (Bowling),Bowling-Tech,28,,90,117,,,,28,,86,112,,,,28,,83,107,,,,28,,75,97,,,,28,,70,90,,,,28,,65,83,,,,28,,59,77,,,,28,,53,69,,,,28,,48,62,,,,28,,43,55,,,,28,,37,48,,,,28,,34,44,,,,28,,30,39,,,,28,,26,34,,,,28,,22,29,,,,25,,18,24,,,
goodGifted (Bowling)All-Rounder,good,Gifted (Bowling),All-Rounder,28,73,87,63,,,,28,69,84,60,,,,28,67,80,58,,,,28,60,73,52,,,,28,56,68,48,,,,28,51,62,45,,,,28,48,57,41,,,,28,43,51,37,,,,28,39,46,33,,,,28,34,41,30,,,,28,30,36,26,,,,28,27,32,23,,,,28,24,29,21,,,,28,21,25,18,,,,28,18,21,15,,,,25,15,18,13,,,
goodGifted (Technique)Batting,good,Gifted (Technique),Batting,28,103,,90,,,,28,99,,86,,,,28,94,,83,,,,28,86,,75,,,,28,79,,70,,,,28,73,,65,,,,28,67,,59,,,,28,60,,53,,,,28,55,,48,,,,28,49,,43,,,,28,43,,37,,,,28,38,,34,,,,28,34,,30,,,,28,30,,26,,,,28,25,,22,,,,25,21,,18,,,
goodGifted (Technique)Batting-Tech,good,Gifted (Technique),Batting-Tech,28,75,,140,,,,28,72,,134,,,,28,69,,128,,,,28,63,,117,,,,28,58,,109,,,,28,53,,100,,,,28,49,,92,,,,28,44,,83,,,,28,40,,75,,,,28,36,,66,,,,28,31,,58,,,,28,28,,52,,,,28,25,,46,,,,28,22,,41,,,,28,18,,35,,,,25,15,,29,,,
goodGifted (Technique)Bowling,good,Gifted (Technique),Bowling,28,,103,90,,,,28,,99,86,,,,28,,94,83,,,,28,,86,75,,,,28,,79,70,,,,28,,73,65,,,,28,,67,59,,,,28,,60,53,,,,28,,55,48,,,,28,,49,43,,,,28,,43,37,,,,28,,38,34,,,,28,,34,30,,,,28,,30,26,,,,28,,25,22,,,,25,,21,18,,,
goodGifted (Technique)Bowling-Tech,good,Gifted (Technique),Bowling-Tech,28,,75,140,,,,28,,72,134,,,,28,,69,128,,,,28,,63,117,,,,28,,58,109,,,,28,,53,100,,,,28,,49,92,,,,28,,44,83,,,,28,,40,75,,,,28,,36,66,,,,28,,31,58,,,,28,,28,52,,,,28,,25,46,,,,28,,22,41,,,,28,,18,35,,,,25,,15,29,,,
goodGifted (Technique)All-Rounder,good,Gifted (Technique),All-Rounder,28,73,73,76,,,,28,69,69,73,,,,28,67,67,69,,,,28,60,60,63,,,,28,56,56,59,,,,28,51,51,54,,,,28,48,48,50,,,,28,43,43,45,,,,28,39,39,40,,,,28,34,34,36,,,,28,30,30,31,,,,28,27,27,28,,,,28,24,24,25,,,,28,21,21,22,,,,28,18,18,19,,,,25,15,15,15,,,
goodGifted (Technique)Keeping,good,Gifted (Technique),Keeping,28,,,91,,220,55,28,,,87,,211,52,28,,,83,,202,50,28,,,75,,184,46,28,,,70,,171,42,28,,,65,,158,39,28,,,59,,145,36,28,,,53,,130,32,28,,,48,,117,29,28,,,43,,104,26,28,,,37,,92,23,28,,,34,,82,20,28,,,30,,73,18,28,,,26,,64,16,28,,,22,,55,13,25,,,18,,46,11
goodGifted (Technique)Keeper-Batsman,good,Gifted (Technique),Keeper-Batsman,28,82,,91,,110,41,28,79,,87,,105,39,28,75,,83,,101,37,28,69,,75,,92,34,28,64,,70,,85,32,28,59,,65,,79,29,28,54,,59,,72,27,28,48,,53,,65,24,28,44,,48,,58,22,28,39,,43,,52,19,28,34,,37,,46,17,28,31,,34,,41,15,28,27,,30,,36,13,28,24,,26,,32,12,28,20,,22,,27,10,25,17,,18,,23,8
goodGifted (Technique)Fielding,good,Gifted (Technique),Fielding,28,,,49,,,303,28,,,47,,,290,28,,,45,,,277,28,,,41,,,253,28,,,38,,,235,28,,,35,,,216,28,,,32,,,199,28,,,29,,,179,28,,,26,,,161,28,,,23,,,144,28,,,20,,,126,28,,,18,,,113,28,,,16,,,101,28,,,14,,,88,28,,,12,,,75,25,,,10,,,63
goodGifted (Keeping)Keeping,good,Gifted (Keeping),Keeping,28,,,75,,264,55,28,,,72,,253,52,28,,,69,,242,50,28,,,63,,220,46,28,,,58,,205,42,28,,,54,,189,39,28,,,49,,174,36,28,,,44,,156,32,28,,,40,,141,29,28,,,36,,125,26,28,,,31,,110,23,28,,,28,,99,20,28,,,25,,88,18,28,,,22,,77,16,28,,,18,,66,13,25,,,15,,55,11
goodGifted (Keeping)Keeper-Batsman,good,Gifted (Keeping),Keeper-Batsman,28,82,,75,,132,41,28,79,,72,,126,39,28,75,,69,,121,37,28,69,,63,,110,34,28,64,,58,,102,32,28,59,,54,,94,29,28,54,,49,,87,27,28,48,,44,,78,24,28,44,,40,,70,22,28,39,,36,,62,19,28,34,,31,,55,17,28,31,,28,,49,15,28,27,,25,,44,13,28,24,,22,,38,12,28,20,,18,,33,10,25,17,,15,,27,8
goodGifted (Fielding)Keeping,good,Gifted (Fielding),Keeping,28,,,75,,220,66,28,,,72,,211,63,28,,,69,,202,60,28,,,63,,184,55,28,,,58,,171,51,28,,,54,,158,47,28,,,49,,145,43,28,,,44,,130,39,28,,,40,,117,35,28,,,36,,104,31,28,,,31,,92,27,28,,,28,,82,24,28,,,25,,73,22,28,,,22,,64,19,28,,,18,,55,16,25,,,15,,46,13
goodGifted (Fielding)Keeper-Batsman,good,Gifted (Fielding),Keeper-Batsman,28,82,,75,,110,49,28,79,,72,,105,47,28,75,,69,,101,45,28,69,,63,,92,41,28,64,,58,,85,38,28,59,,54,,79,35,28,54,,49,,72,32,28,48,,44,,65,29,28,44,,40,,58,26,28,39,,36,,52,23,28,34,,31,,46,20,28,31,,28,,41,18,28,27,,25,,36,16,28,24,,22,,32,14,28,20,,18,,27,12,25,17,,15,,23,10
goodGifted (Fielding)Fielding,good,Gifted (Fielding),Fielding,28,,,41,,,364,28,,,39,,,349,28,,,37,,,333,28,,,34,,,303,28,,,32,,,282,28,,,28,,,261,28,,,27,,,239,28,,,24,,,215,28,,,22,,,194,28,,,19,,,173,28,,,17,,,151,28,,,15,,,136,28,,,13,,,121,28,,,12,,,106,28,,,10,,,91,25,,,8,,,75
goodGifted (Endurance)Batting,good,Gifted (Endurance),Batting,34,103,,75,,,,34,99,,72,,,,34,94,,69,,,,34,86,,63,,,,34,79,,58,,,,34,73,,53,,,,34,67,,49,,,,34,60,,44,,,,34,55,,40,,,,34,49,,36,,,,34,43,,31,,,,34,38,,28,,,,34,34,,25,,,,34,30,,22,,,,34,25,,18,,,,31,21,,15,,,
goodGifted (Endurance)Batting-Tech,good,Gifted (Endurance),Batting-Tech,34,75,,117,,,,34,72,,112,,,,34,69,,107,,,,34,63,,97,,,,34,58,,90,,,,34,53,,83,,,,34,49,,77,,,,34,44,,69,,,,34,40,,62,,,,34,36,,55,,,,34,31,,48,,,,34,28,,44,,,,34,25,,39,,,,34,22,,34,,,,34,18,,29,,,,31,15,,24,,,
goodGifted (Endurance)Bowling,good,Gifted (Endurance),Bowling,34,,103,75,,,,34,,99,72,,,,34,,94,69,,,,34,,86,63,,,,34,,79,58,,,,34,,73,53,,,,34,,67,49,,,,34,,60,44,,,,34,,55,40,,,,34,,49,36,,,,34,,43,31,,,,34,,38,28,,,,34,,34,25,,,,34,,30,22,,,,34,,25,18,,,,31,,21,15,,,
goodGifted (Endurance)Bowling-Tech,good,Gifted (Endurance),Bowling-Tech,34,,75,117,,,,34,,72,112,,,,34,,69,107,,,,34,,63,97,,,,34,,58,90,,,,34,,53,83,,,,34,,49,77,,,,34,,44,69,,,,34,,40,62,,,,34,,36,55,,,,34,,31,48,,,,34,,28,44,,,,34,,25,39,,,,34,,22,34,,,,34,,18,29,,,,31,,15,24,,,
goodGifted (Endurance)All-Rounder,good,Gifted (Endurance),All-Rounder,34,73,73,63,,,,34,69,69,60,,,,34,67,67,58,,,,34,60,60,52,,,,34,56,56,48,,,,34,51,51,45,,,,34,48,48,41,,,,34,43,43,37,,,,34,39,39,33,,,,34,34,34,30,,,,34,30,30,26,,,,34,27,27,23,,,,34,24,24,21,,,,34,21,21,18,,,,34,18,18,15,,,,31,15,15,13,,,
goodGifted (Endurance)Keeping,good,Gifted (Endurance),Keeping,34,,,75,,220,55,34,,,72,,211,52,34,,,69,,202,50,34,,,63,,184,46,34,,,58,,171,42,34,,,54,,158,39,34,,,49,,145,36,34,,,44,,130,32,34,,,40,,117,29,34,,,36,,104,26,34,,,31,,92,23,34,,,28,,82,20,34,,,25,,73,18,34,,,22,,64,16,34,,,18,,55,13,31,,,15,,46,11
goodGifted (Endurance)Keeper-Batsman,good,Gifted (Endurance),Keeper-Batsman,34,82,,75,,110,41,34,79,,72,,105,39,34,75,,69,,101,37,34,69,,63,,92,34,34,64,,58,,85,32,34,59,,54,,79,29,34,54,,49,,72,27,34,48,,44,,65,24,34,44,,40,,58,22,34,39,,36,,52,19,34,34,,31,,46,17,34,31,,28,,41,15,34,27,,25,,36,13,34,24,,22,,32,12,34,20,,18,,27,10,31,17,,15,,23,8
goodGifted (Endurance)Fielding,good,Gifted (Endurance),Fielding,34,,,41,,,303,34,,,39,,,290,34,,,37,,,277,34,,,34,,,253,34,,,32,,,235,34,,,28,,,216,34,,,27,,,199,34,,,24,,,179,34,,,22,,,161,34,,,19,,,144,34,,,17,,,126,34,,,15,,,113,34,,,13,,,101,34,,,12,,,88,34,,,10,,,75,31,,,8,,,63
goodGifted (Endurance)Fitness,good,Gifted (Endurance),Fitness,276,,,,39,,,276,,,,48,,,276,,,,56,,,276,,,,64,,,276,,,,67,,,276,,,,72,,,276,,,,76,,,276,,,,80,,,276,,,,80,,,276,,,,80,,,276,,,,80,,,276,,,,80,,,276,,,,72,,,276,,,,64,,,276,,,,56,,,248,,,,48,,
goodGifted (Endurance)Strength,good,Gifted (Endurance),Strength,89,,,,109,,,89,,,,131,,,89,,,,152,,,89,,,,174,,,89,,,,184,,,89,,,,196,,,89,,,,207,,,89,,,,218,,,89,,,,218,,,89,,,,218,,,89,,,,218,,,89,,,,218,,,89,,,,196,,,89,,,,174,,,89,,,,152,,,80,,,,131,,
goodGifted (Power)Fitness,good,Gifted (Power),Fitness,230,,,,48,,,230,,,,57,,,230,,,,67,,,230,,,,77,,,230,,,,82,,,230,,,,86,,,230,,,,91,,,230,,,,96,,,230,,,,96,,,230,,,,96,,,230,,,,96,,,230,,,,96,,,230,,,,86,,,230,,,,77,,,230,,,,67,,,207,,,,57,,
goodGifted (Power)Strength,good,Gifted (Power),Strength,74,,,,131,,,74,,,,157,,,74,,,,183,,,74,,,,209,,,74,,,,222,,,74,,,,235,,,74,,,,249,,,74,,,,262,,,74,,,,262,,,74,,,,262,,,74,,,,262,,,74,,,,262,,,74,,,,235,,,74,,,,209,,,74,,,,183,,,67,,,,157,,
satisfactoryNoneBatting,satisfactory,None,Batting,28,100,,73,,,,28,96,,70,,,,28,92,,67,,,,28,84,,61,,,,28,78,,57,,,,28,72,,52,,,,28,66,,48,,,,28,59,,43,,,,28,53,,39,,,,28,47,,35,,,,28,42,,30,,,,28,37,,27,,,,28,33,,24,,,,28,29,,21,,,,28,25,,18,,,,25,21,,15,,,
satisfactoryNoneBatting-Tech,satisfactory,None,Batting-Tech,28,73,,114,,,,28,70,,109,,,,28,67,,104,,,,28,61,,95,,,,28,57,,88,,,,28,52,,81,,,,28,48,,75,,,,28,43,,67,,,,28,39,,60,,,,28,35,,54,,,,28,30,,47,,,,28,27,,42,,,,28,24,,38,,,,28,21,,33,,,,28,18,,28,,,,25,15,,23,,,
satisfactoryNoneBowling,satisfactory,None,Bowling,28,,100,73,,,,28,,96,70,,,,28,,92,67,,,,28,,84,61,,,,28,,78,57,,,,28,,72,52,,,,28,,66,48,,,,28,,59,43,,,,28,,53,39,,,,28,,47,35,,,,28,,42,30,,,,28,,37,27,,,,28,,33,24,,,,28,,29,21,,,,28,,25,18,,,,25,,21,15,,,
satisfactoryNoneBowling-Tech,satisfactory,None,Bowling-Tech,28,,73,114,,,,28,,70,109,,,,28,,67,104,,,,28,,61,95,,,,28,,57,88,,,,28,,52,81,,,,28,,48,75,,,,28,,43,67,,,,28,,39,60,,,,28,,35,54,,,,28,,30,47,,,,28,,27,42,,,,28,,24,38,,,,28,,21,33,,,,28,,18,28,,,,25,,15,23,,,
satisfactoryNoneAll-Rounder,satisfactory,None,All-Rounder,28,71,71,61,,,,28,68,68,59,,,,28,65,65,56,,,,28,59,59,51,,,,28,55,55,47,,,,28,51,51,44,,,,28,46,46,40,,,,28,42,42,36,,,,28,37,37,32,,,,28,33,33,29,,,,28,29,29,25,,,,28,26,26,23,,,,28,23,23,20,,,,28,20,20,18,,,,28,17,17,15,,,,25,14,14,12,,,
satisfactoryNoneKeeping,satisfactory,None,Keeping,28,,,73,,215,53,28,,,70,,206,51,28,,,67,,197,49,28,,,61,,179,44,28,,,57,,166,41,28,,,52,,154,38,28,,,48,,141,35,28,,,43,,127,31,28,,,39,,114,28,28,,,35,,102,25,28,,,30,,89,22,28,,,27,,80,20,28,,,24,,71,17,28,,,21,,62,15,28,,,18,,53,13,25,,,15,,44,11
satisfactoryNoneKeeper-Batsman,satisfactory,None,Keeper-Batsman,28,80,,73,,107,40,28,77,,70,,103,38,28,73,,67,,98,36,28,67,,61,,89,33,28,62,,57,,83,31,28,57,,52,,77,28,28,53,,48,,70,26,28,47,,43,,63,23,28,43,,39,,57,21,28,38,,35,,51,19,28,33,,30,,44,16,28,30,,27,,40,15,28,26,,24,,35,13,28,23,,21,,31,11,28,20,,18,,26,10,25,16,,15,,22,8
satisfactoryNoneFielding,satisfactory,None,Fielding,28,,,40,,,295,28,,,38,,,283,28,,,36,,,271,28,,,33,,,246,28,,,31,,,229,28,,,28,,,211,28,,,26,,,194,28,,,23,,,174,28,,,21,,,157,28,,,19,,,140,28,,,16,,,123,28,,,15,,,110,28,,,13,,,98,28,,,11,,,86,28,,,10,,,73,25,,,8,,,61
satisfactoryNoneFitness,satisfactory,None,Fitness,224,,,,39,,,224,,,,47,,,224,,,,54,,,224,,,,62,,,224,,,,66,,,224,,,,70,,,224,,,,74,,,224,,,,78,,,224,,,,78,,,224,,,,78,,,224,,,,78,,,224,,,,78,,,224,,,,70,,,224,,,,62,,,224,,,,54,,,201,,,,47,,
satisfactoryNoneStrength,satisfactory,None,Strength,72,,,,106,,,72,,,,127,,,72,,,,148,,,72,,,,170,,,72,,,,180,,,72,,,,191,,,72,,,,202,,,72,,,,212,,,72,,,,212,,,72,,,,212,,,72,,,,212,,,72,,,,212,,,72,,,,191,,,72,,,,170,,,72,,,,148,,,65,,,,127,,
satisfactoryProdigyBatting,satisfactory,Prodigy,Batting,33,120,,88,,,,33,115,,85,,,,33,110,,81,,,,33,100,,73,,,,33,93,,68,,,,28,72,,52,,,,28,66,,48,,,,28,59,,43,,,,28,53,,39,,,,28,47,,35,,,,28,42,,30,,,,28,37,,27,,,,28,33,,24,,,,28,29,,21,,,,28,25,,18,,,,25,21,,15,,,
satisfactoryProdigyBatting-Tech,satisfactory,Prodigy,Batting-Tech,33,88,,137,,,,33,85,,131,,,,33,81,,125,,,,33,73,,114,,,,33,68,,106,,,,28,52,,81,,,,28,48,,75,,,,28,43,,67,,,,28,39,,60,,,,28,35,,54,,,,28,30,,47,,,,28,27,,42,,,,28,24,,38,,,,28,21,,33,,,,28,18,,28,,,,25,15,,23,,,
satisfactoryProdigyBowling,satisfactory,Prodigy,Bowling,33,,120,88,,,,33,,115,85,,,,33,,110,81,,,,33,,100,73,,,,33,,93,68,,,,28,,72,52,,,,28,,66,48,,,,28,,59,43,,,,28,,53,39,,,,28,,47,35,,,,28,,42,30,,,,28,,37,27,,,,28,,33,24,,,,28,,29,21,,,,28,,25,18,,,,25,,21,15,,,
satisfactoryProdigyBowling-Tech,satisfactory,Prodigy,Bowling-Tech,33,,88,137,,,,33,,85,131,,,,33,,81,125,,,,33,,73,114,,,,33,,68,106,,,,28,,52,81,,,,28,,48,75,,,,28,,43,67,,,,28,,39,60,,,,28,,35,54,,,,28,,30,47,,,,28,,27,42,,,,28,,24,38,,,,28,,21,33,,,,28,,18,28,,,,25,,15,23,,,
satisfactoryProdigyAll-Rounder,satisfactory,Prodigy,All-Rounder,33,85,85,74,,,,33,81,81,71,,,,33,78,78,68,,,,33,71,71,61,,,,33,66,66,57,,,,28,51,51,44,,,,28,46,46,40,,,,28,42,42,36,,,,28,37,37,32,,,,28,33,33,29,,,,28,29,29,25,,,,28,26,26,23,,,,28,23,23,20,,,,28,20,20,18,,,,28,17,17,15,,,,25,14,14,12,,,
satisfactoryProdigyKeeping,satisfactory,Prodigy,Keeping,33,,,88,,258,64,33,,,85,,247,61,33,,,81,,236,59,33,,,73,,215,53,33,,,68,,199,49,28,,,52,,154,38,28,,,48,,141,35,28,,,43,,127,31,28,,,39,,114,28,28,,,35,,102,25,28,,,30,,89,22,28,,,27,,80,20,28,,,24,,71,17,28,,,21,,62,15,28,,,18,,53,13,25,,,15,,44,11
satisfactoryProdigyKeeper-Batsman,satisfactory,Prodigy,Keeper-Batsman,33,96,,88,,129,48,33,92,,85,,123,46,33,88,,81,,118,44,33,80,,73,,107,40,33,74,,68,,99,37,28,57,,52,,77,28,28,53,,48,,70,26,28,47,,43,,63,23,28,43,,39,,57,21,28,38,,35,,51,19,28,33,,30,,44,16,28,30,,27,,40,15,28,26,,24,,35,13,28,23,,21,,31,11,28,20,,18,,26,10,25,16,,15,,22,8
satisfactoryProdigyFielding,satisfactory,Prodigy,Fielding,33,,,48,,,354,33,,,46,,,340,33,,,44,,,325,33,,,40,,,295,33,,,37,,,274,28,,,28,,,211,28,,,26,,,194,28,,,23,,,174,28,,,21,,,157,28,,,19,,,140,28,,,16,,,123,28,,,15,,,110,28,,,13,,,98,28,,,11,,,86,28,,,10,,,73,25,,,8,,,61
satisfactoryProdigyFitness,satisfactory,Prodigy,Fitness,268,,,,47,,,268,,,,56,,,268,,,,65,,,268,,,,75,,,268,,,,79,,,224,,,,70,,,224,,,,74,,,224,,,,78,,,224,,,,78,,,224,,,,78,,,224,,,,78,,,224,,,,78,,,224,,,,70,,,224,,,,62,,,224,,,,54,,,201,,,,47,,
satisfactoryProdigyStrength,satisfactory,Prodigy,Strength,87,,,,127,,,87,,,,153,,,87,,,,178,,,87,,,,204,,,87,,,,217,,,72,,,,191,,,72,,,,202,,,72,,,,212,,,72,,,,212,,,72,,,,212,,,72,,,,212,,,72,,,,212,,,72,,,,191,,,72,,,,170,,,72,,,,148,,,65,,,,127,,
satisfactoryGifted (Batting)Batting,satisfactory,Gifted (Batting),Batting,28,120,,73,,,,28,115,,70,,,,28,110,,67,,,,28,100,,61,,,,28,93,,57,,,,28,86,,52,,,,28,79,,48,,,,28,71,,43,,,,28,64,,39,,,,28,57,,35,,,,28,50,,30,,,,28,45,,27,,,,28,40,,24,,,,28,35,,21,,,,28,30,,18,,,,25,25,,15,,,
satisfactoryGifted (Batting)Batting-Tech,satisfactory,Gifted (Batting),Batting-Tech,28,88,,114,,,,28,85,,109,,,,28,81,,104,,,,28,73,,95,,,,28,68,,88,,,,28,63,,81,,,,28,58,,75,,,,28,52,,67,,,,28,47,,60,,,,28,42,,54,,,,28,36,,47,,,,28,33,,42,,,,28,29,,38,,,,28,25,,33,,,,28,22,,28,,,,25,18,,23,,,
